Date,TAVG (orig),TAVG(Calc F),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),location
6/9/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/9/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/9/2023,,66.50,79.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/10/2023,,0.00,,,0.00,0.00,,bridgeview
6/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/10/2023,,74.00,87.00,61.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/11/2023,,0.00,,,0.00,0.00,,bridgeview
6/11/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/11/2023,,0.00,,,0.10,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/11/2023,,60.00,67.00,53.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/12/2023,,0.00,,,0.04,,,bridgeview
6/12/2023,,0.00,,,0.08,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/12/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/12/2023,,61.00,70.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/13/2023,,0.00,,,0.04,,,bridgeview
6/13/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/13/2023,,0.00,,,0.00,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/13/2023,,61.50,67.00,56.00,0.51,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/14/2023,,0.00,,,0.54,,,bridgeview
6/14/2023,,0.00,,,0.96,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/14/2023,,0.00,,,0.74,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/14/2023,,66.00,73.00,59.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/15/2023,,0.00,,,0.00,0.00,,bridgeview
6/15/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/15/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/15/2023,,68.50,83.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/16/2023,,0.00,,,0.00,0.00,,bridgeview
6/16/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/16/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/16/2023,,61.00,68.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/17/2023,,0.00,,,0.00,0.00,,bridgeview
6/17/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/17/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/17/2023,,65.50,79.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/18/2023,,0.00,,,0.00,0.00,,bridgeview
6/18/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/18/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/18/2023,,74.00,86.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/19/2023,,0.00,,,0.00,0.00,,bridgeview
6/19/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/19/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/19/2023,,75.50,86.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/20/2023,,0.00,,,0.00,0.00,,bridgeview
6/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/20/2023,,73.00,84.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/21/2023,,0.00,,,0.00,0.00,,bridgeview
6/21/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/21/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/21/2023,,77.50,88.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/22/2023,,0.00,,,0.00,0.00,,bridgeview
6/22/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/22/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/22/2023,,77.00,85.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/23/2023,,0.00,,,0.00,0.00,,bridgeview
6/23/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/23/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/23/2023,,77.00,85.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/24/2023,,0.00,,,0.00,0.00,,bridgeview
6/24/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/24/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/24/2023,,79.00,92.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/25/2023,,0.00,,,0.94,,,bridgeview
6/25/2023,,0.00,,,1.16,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/25/2023,,0.00,,,0.68,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/25/2023,,77.00,87.00,67.00,1.50,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/26/2023,,0.00,,,0.23,,,bridgeview
6/26/2023,,0.00,,,0.63,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/26/2023,,0.00,,,0.24,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/26/2023,,72.50,76.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/27/2023,,0.00,,,0.00,0.00,,bridgeview
6/27/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/27/2023,,0.00,,,0.02,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/27/2023,,70.00,76.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/28/2023,,0.00,,,0.00,0.00,,bridgeview
6/28/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/28/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/28/2023,,71.50,84.00,59.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/29/2023,,0.00,,,0.00,0.00,,bridgeview
6/29/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/29/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/29/2023,,80.00,87.00,73.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/30/2023,,0.00,,,0.00,,,bridgeview
6/30/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/30/2023,,0.00,,,0.94,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
6/30/2023,,80.00,90.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/1/2023,,0.00,,,0.00,0.00,,bridgeview
7/1/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/1/2023,,0.00,,,0.02,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/1/2023,,79.50,86.00,73.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/2/2023,,0.00,,,0.22,,,bridgeview
7/2/2023,,0.00,,,1.16,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/2/2023,,0.00,,,2.02,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/2/2023,,70.50,75.00,66.00,4.68,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/3/2023,,0.00,,,4.24,,,bridgeview
7/3/2023,,0.00,,,3.05,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/3/2023,,0.00,,,3.92,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/3/2023,,74.50,86.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/4/2023,,0.00,,,0.00,0.00,,bridgeview
7/4/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/4/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/4/2023,,80.50,92.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/5/2023,,0.00,,,0.00,0.00,,bridgeview
7/5/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/5/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/5/2023,,81.50,92.00,71.00,1.76,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/6/2023,,0.00,,,1.70,,,bridgeview
7/6/2023,,0.00,,,1.43,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/6/2023,,0.00,,,0.59,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/6/2023,,74.00,80.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/7/2023,,0.00,,,0.00,0.00,,bridgeview
7/7/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/7/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/7/2023,,73.00,81.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/8/2023,,0.00,,,0.32,,,bridgeview
7/8/2023,,0.00,,,0.27,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/8/2023,,0.00,,,0.15,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/8/2023,,69.00,75.00,63.00,0.25,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/9/2023,,0.00,,,0.00,0.00,,bridgeview
7/9/2023,,0.00,,,0.05,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/9/2023,,0.00,,,0.04,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/9/2023,,72.50,85.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/10/2023,,0.00,,,0.00,0.00,,bridgeview
7/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/10/2023,,75.00,85.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/11/2023,,0.00,,,0.00,0.00,,bridgeview
7/11/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/11/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/11/2023,,78.50,88.00,69.00,1.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/12/2023,,0.00,,,1.31,,,bridgeview
7/12/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/12/2023,,0.00,,,0.51,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/12/2023,,71.50,80.00,63.00,1.38,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/13/2023,,0.00,,,1.40,,,bridgeview
7/13/2023,,0.00,,,1.48,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/13/2023,,0.00,,,0.77,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/13/2023,,71.00,78.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/14/2023,,0.00,,,0.00,0.00,,bridgeview
7/14/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/14/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/14/2023,,79.50,90.00,69.00,0.21,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/15/2023,,0.00,,,0.39,,,bridgeview
7/15/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/15/2023,,0.00,,,0.17,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/15/2023,,77.00,84.00,70.00,0.48,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/16/2023,,0.00,,,0.00,0.00,,bridgeview
7/16/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/16/2023,,0.00,,,0.03,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/16/2023,,74.50,82.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/17/2023,,0.00,,,0.00,0.00,,bridgeview
7/17/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/17/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/17/2023,,73.00,80.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/18/2023,,0.00,,,0.00,0.00,,bridgeview
7/18/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/18/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/18/2023,,70.00,78.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/19/2023,,0.00,,,0.00,0.00,,bridgeview
7/19/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/19/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/19/2023,,73.50,85.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/20/2023,,0.00,,,0.00,0.00,,bridgeview
7/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/20/2023,,79.50,88.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/21/2023,,0.00,,,0.00,0.00,,bridgeview
7/21/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/21/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/21/2023,,74.50,81.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/22/2023,,0.00,,,0.00,0.00,,bridgeview
7/22/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/22/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/22/2023,,75.00,86.00,64.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/23/2023,,0.00,,,0.13,,,bridgeview
7/23/2023,,0.00,,,0.12,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/23/2023,,0.00,,,0.36,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/23/2023,,75.00,85.00,65.00,0.15,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/24/2023,,0.00,,,0.00,0.00,,bridgeview
7/24/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/24/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/24/2023,,78.00,87.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/25/2023,,0.00,,,0.00,0.00,,bridgeview
7/25/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/25/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/25/2023,,79.50,90.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/26/2023,,0.00,,,0.00,0.00,,bridgeview
7/26/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/26/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/26/2023,,83.50,91.00,76.00,0.16,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/27/2023,,0.00,,,0.18,,,bridgeview
7/27/2023,,0.00,,,0.29,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/27/2023,,0.00,,,0.27,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/27/2023,,83.00,91.00,75.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/28/2023,,0.00,,,0.52,,,bridgeview
7/28/2023,,0.00,,,0.35,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/28/2023,,0.00,,,0.24,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/28/2023,,82.00,93.00,71.00,1.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/29/2023,,0.00,,,1.43,,,bridgeview
7/29/2023,,0.00,,,0.91,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/29/2023,,0.00,,,0.99,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/29/2023,,76.50,83.00,70.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/30/2023,,0.00,,,0.00,0.00,,bridgeview
7/30/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/30/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/30/2023,,73.50,80.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/31/2023,,0.00,,,0.00,0.00,,bridgeview
7/31/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/31/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
7/31/2023,,73.00,82.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/1/2023,,0.00,,,0.00,0.00,,bridgeview
8/1/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/1/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/1/2023,,77.00,85.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/2/2023,,0.00,,,0.00,0.00,,bridgeview
8/2/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/2/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/2/2023,,77.00,85.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/3/2023,,0.00,,,0.00,0.00,,bridgeview
8/3/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/3/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/3/2023,,78.00,90.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/4/2023,,0.00,,,0.00,0.00,,bridgeview
8/4/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/4/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/4/2023,,78.50,85.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/5/2023,,0.00,,,0.00,0.00,,bridgeview
8/5/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/5/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/5/2023,,71.50,76.00,67.00,0.22,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/6/2023,,0.00,,,0.61,,,bridgeview
8/6/2023,,0.00,,,0.83,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/6/2023,,0.00,,,0.49,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/6/2023,,69.00,72.00,66.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/7/2023,,0.00,,,0.01,,,bridgeview
8/7/2023,,0.00,,,0.05,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/7/2023,,0.00,,,0.03,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/7/2023,,73.50,80.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/8/2023,,0.00,,,0.00,0.00,,bridgeview
8/8/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/8/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/8/2023,,74.50,85.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/9/2023,,0.00,,,0.00,0.00,,bridgeview
8/9/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/9/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/9/2023,,72.50,79.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/10/2023,,0.00,,,0.04,,,bridgeview
8/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/10/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/10/2023,,75.00,85.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/11/2023,,0.00,,,0.02,,,bridgeview
8/11/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/11/2023,,0.00,,,0.00,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/11/2023,,78.00,85.00,71.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/12/2023,,0.00,,,0.03,,,bridgeview
8/12/2023,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/12/2023,,0.00,,,0.03,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/12/2023,,79.50,87.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/13/2023,,0.00,,,0.00,0.00,,bridgeview
8/13/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/13/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/13/2023,,74.00,81.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/14/2023,,0.00,,,0.00,0.00,,bridgeview
8/14/2023,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/14/2023,,0.00,,,0.00,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/14/2023,,70.00,76.00,64.00,1.96,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/15/2023,,0.00,,,2.00,,,bridgeview
8/15/2023,,0.00,,,1.49,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/15/2023,,0.00,,,1.30,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/15/2023,,70.50,78.00,63.00,0.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/16/2023,,0.00,,,0.00,,,bridgeview
8/16/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/16/2023,,0.00,,,0.02,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/16/2023,,69.50,81.00,58.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/17/2023,,0.00,,,0.00,0.00,,bridgeview
8/17/2023,,0.00,,,0.03,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/17/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/17/2023,,71.50,81.00,62.00,0.32,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/18/2023,,0.00,,,0.29,,,bridgeview
8/18/2023,,0.00,,,0.52,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/18/2023,,0.00,,,0.20,,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/18/2023,,68.50,79.00,58.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/19/2023,,0.00,,,0.00,0.00,,bridgeview
8/19/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/19/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/19/2023,,73.00,83.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/20/2023,,0.00,,,0.00,0.00,,bridgeview
8/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
8/20/2023,,0.00,,,0.00,0.00,,"CHICAGO 6.8 NW, IL US (US1ILCK0323)"
8/20/2023,,81.50,91.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/21/2023,,0.00,,,0.00,0.00,,bridgeview
8/21/2023,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
